2017-08-22 15:01:55,661 INFO: android_total=88, ios_total=12, android_error=37, ios_error=6
2017-08-24 17:27:10,782 INFO: android_total=84, ios_total=16, android_error=57, ios_error=6
2017-08-24 17:27:11,296 INFO: android_total=86, ios_total=14, android_error=52, ios_error=5
2017-08-24 17:27:11,757 INFO: android_total=85, ios_total=15, android_error=53, ios_error=9
2017-08-24 17:27:12,198 INFO: android_total=89, ios_total=11, android_error=66, ios_error=3
2017-08-24 17:27:12,377 INFO: android_total=8, ios_total=1, android_error=4, ios_error=0
2017-08-24 17:27:12,734 INFO: android_total=87, ios_total=4, android_error=37, ios_error=2
2017-08-24 17:27:13,783 INFO: android_total=92, ios_total=8, android_error=63, ios_error=3
2017-08-24 17:27:14,208 INFO: android_total=82, ios_total=18, android_error=54, ios_error=6
2017-08-24 17:27:14,650 INFO: android_total=83, ios_total=17, android_error=56, ios_error=4
2017-08-24 17:27:15,535 INFO: android_total=91, ios_total=9, android_error=66, ios_error=4
2017-08-24 17:27:16,080 INFO: android_total=90, ios_total=10, android_error=61, ios_error=2
2017-08-24 17:27:16,455 INFO: android_total=84, ios_total=16, android_error=39, ios_error=7
2017-08-24 17:27:16,858 INFO: android_total=91, ios_total=9, android_error=60, ios_error=2
2017-08-24 17:27:17,315 INFO: android_total=85, ios_total=15, android_error=50, ios_error=3
2017-08-24 17:27:17,773 INFO: android_total=79, ios_total=21, android_error=56, ios_error=8
2017-08-24 17:27:18,069 INFO: android_total=28, ios_total=2, android_error=15, ios_error=0
2017-08-24 17:27:18,349 INFO: android_total=65, ios_total=5, android_error=24, ios_error=3
2017-08-24 17:27:19,239 INFO: android_total=84, ios_total=16, android_error=55, ios_error=11
2017-08-24 17:27:19,689 INFO: android_total=88, ios_total=12, android_error=59, ios_error=4
2017-08-24 17:27:20,139 INFO: android_total=89, ios_total=11, android_error=55, ios_error=4
2017-08-24 17:27:20,553 INFO: android_total=64, ios_total=14, android_error=42, ios_error=7
2017-08-24 17:27:20,857 INFO: android_total=75, ios_total=11, android_error=30, ios_error=2
2017-08-24 17:29:22,960 INFO: android_total=88, ios_total=12, android_error=41, ios_error=6
2017-08-24 17:29:23,416 INFO: android_total=85, ios_total=15, android_error=40, ios_error=5
2017-08-24 17:29:23,637 INFO: android_total=19, ios_total=1, android_error=8, ios_error=0
2017-08-24 17:29:23,862 INFO: android_total=31, ios_total=5, android_error=7, ios_error=2
2017-08-24 17:46:08,307 INFO: android_total=65, ios_total=35, android_error=32, ios_error=9
2017-08-24 17:46:08,869 INFO: android_total=82, ios_total=18, android_error=37, ios_error=4
2017-08-24 17:46:09,400 INFO: android_total=72, ios_total=28, android_error=34, ios_error=11
2017-08-24 17:46:09,956 INFO: android_total=81, ios_total=19, android_error=40, ios_error=7
2017-08-24 17:46:10,465 INFO: android_total=79, ios_total=21, android_error=35, ios_error=4
2017-08-24 17:46:10,941 INFO: android_total=93, ios_total=7, android_error=28, ios_error=3
2017-08-24 17:46:11,437 INFO: android_total=81, ios_total=19, android_error=36, ios_error=4
2017-08-24 17:46:12,058 INFO: android_total=82, ios_total=18, android_error=43, ios_error=2
2017-08-24 17:46:12,581 INFO: android_total=79, ios_total=21, android_error=49, ios_error=2
2017-08-24 17:46:12,930 INFO: android_total=40, ios_total=18, android_error=19, ios_error=6
2017-08-24 17:46:13,186 INFO: android_total=39, ios_total=3, android_error=13, ios_error=1
2017-08-24 17:46:14,561 INFO: android_total=81, ios_total=17, android_error=38, ios_error=7
2017-08-24 17:46:14,775 INFO: android_total=18, ios_total=0, android_error=5, ios_error=0
2017-08-24 17:52:42,032 INFO: android_total=63, ios_total=37, android_error=32, ios_error=9
2017-08-24 17:52:42,477 INFO: android_total=82, ios_total=18, android_error=34, ios_error=5
2017-08-24 17:52:42,901 INFO: android_total=68, ios_total=32, android_error=34, ios_error=11
2017-08-24 17:52:43,259 INFO: android_total=91, ios_total=9, android_error=27, ios_error=2
2017-08-24 17:52:43,679 INFO: android_total=80, ios_total=20, android_error=37, ios_error=8
2017-08-24 17:52:44,106 INFO: android_total=79, ios_total=21, android_error=40, ios_error=1
2017-08-24 17:52:44,507 INFO: android_total=77, ios_total=23, android_error=35, ios_error=5
2017-08-24 17:52:44,944 INFO: android_total=81, ios_total=19, android_error=48, ios_error=2
2017-08-24 17:52:45,349 INFO: android_total=94, ios_total=6, android_error=37, ios_error=3
2017-08-24 17:52:45,665 INFO: android_total=70, ios_total=26, android_error=39, ios_error=5
2017-08-24 17:52:45,839 INFO: android_total=3, ios_total=1, android_error=1, ios_error=0
2017-08-24 17:52:46,807 INFO: android_total=84, ios_total=16, android_error=37, ios_error=7
2017-08-24 17:52:47,011 INFO: android_total=12, ios_total=4, android_error=7, ios_error=2
2017-08-24 17:52:47,217 INFO: android_total=28, ios_total=0, android_error=8, ios_error=0
2017-08-24 18:27:34,718 INFO: android_total=65, ios_total=35, android_error=34, ios_error=9
2017-08-24 18:27:35,203 INFO: android_total=80, ios_total=20, android_error=34, ios_error=5
2017-08-24 18:27:35,647 INFO: android_total=69, ios_total=31, android_error=35, ios_error=13
2017-08-24 18:27:36,040 INFO: android_total=91, ios_total=9, android_error=27, ios_error=2
2017-08-24 18:27:36,489 INFO: android_total=80, ios_total=20, android_error=41, ios_error=6
2017-08-24 18:27:36,990 INFO: android_total=80, ios_total=20, android_error=37, ios_error=1
2017-08-24 18:27:37,470 INFO: android_total=79, ios_total=21, android_error=36, ios_error=5
2017-08-24 18:27:37,942 INFO: android_total=80, ios_total=20, android_error=50, ios_error=2
2017-08-24 18:27:38,380 INFO: android_total=93, ios_total=7, android_error=38, ios_error=3
2017-08-24 18:27:38,729 INFO: android_total=69, ios_total=27, android_error=35, ios_error=7
2017-08-24 18:31:50,216 INFO: android_total=62, ios_total=38, android_error=32, ios_error=9
2017-08-24 18:31:50,716 INFO: android_total=83, ios_total=17, android_error=34, ios_error=5
2017-08-24 18:31:51,137 INFO: android_total=67, ios_total=33, android_error=34, ios_error=12
2017-08-24 18:31:51,509 INFO: android_total=91, ios_total=9, android_error=27, ios_error=2
2017-08-24 18:31:51,948 INFO: android_total=79, ios_total=21, android_error=38, ios_error=7
2017-08-24 18:31:52,364 INFO: android_total=80, ios_total=20, android_error=39, ios_error=1
2017-08-24 18:31:52,829 INFO: android_total=78, ios_total=22, android_error=36, ios_error=5
2017-08-24 18:31:53,283 INFO: android_total=81, ios_total=19, android_error=48, ios_error=2
2017-08-24 18:31:53,703 INFO: android_total=94, ios_total=6, android_error=37, ios_error=3
2017-08-24 18:31:54,119 INFO: android_total=69, ios_total=26, android_error=38, ios_error=5
2017-08-24 18:31:54,291 INFO: android_total=4, ios_total=1, android_error=1, ios_error=0
2017-08-24 18:31:55,363 INFO: android_total=83, ios_total=17, android_error=37, ios_error=7
2017-08-24 18:31:55,579 INFO: android_total=13, ios_total=4, android_error=7, ios_error=2
2017-08-24 18:31:55,833 INFO: android_total=29, ios_total=0, android_error=8, ios_error=0
2017-08-24 18:49:05,942 INFO: android_total=63, ios_total=37, android_error=32, ios_error=9
2017-08-24 18:49:06,436 INFO: android_total=82, ios_total=18, android_error=34, ios_error=5
2017-08-24 18:49:06,826 INFO: android_total=68, ios_total=32, android_error=34, ios_error=10
2017-08-24 18:49:07,207 INFO: android_total=91, ios_total=9, android_error=27, ios_error=2
2017-08-24 18:49:07,623 INFO: android_total=80, ios_total=20, android_error=37, ios_error=8
2017-08-24 18:49:08,060 INFO: android_total=77, ios_total=23, android_error=37, ios_error=2
2017-08-24 18:49:08,543 INFO: android_total=79, ios_total=21, android_error=36, ios_error=5
2017-08-24 18:49:09,010 INFO: android_total=81, ios_total=19, android_error=44, ios_error=2
2017-08-24 18:49:09,478 INFO: android_total=94, ios_total=6, android_error=37, ios_error=3
2017-08-24 18:49:09,819 INFO: android_total=69, ios_total=26, android_error=43, ios_error=4
2017-08-24 18:49:09,989 INFO: android_total=4, ios_total=1, android_error=1, ios_error=0
2017-08-24 18:49:11,025 INFO: android_total=81, ios_total=19, android_error=35, ios_error=8
2017-08-24 18:49:11,336 INFO: android_total=25, ios_total=5, android_error=12, ios_error=2
2017-08-24 18:49:11,553 INFO: android_total=31, ios_total=0, android_error=8, ios_error=0
2017-08-24 18:49:26,036 INFO: android_total=68, ios_total=32, android_error=35, ios_error=9
2017-08-24 18:49:26,412 INFO: android_total=85, ios_total=15, android_error=36, ios_error=2
2017-08-24 18:49:26,848 INFO: android_total=77, ios_total=23, android_error=39, ios_error=5
2017-08-24 18:49:27,010 INFO: android_total=2, ios_total=0, android_error=2, ios_error=0
2017-08-24 18:49:27,220 INFO: android_total=54, ios_total=4, android_error=17, ios_error=1
2017-08-24 18:57:33,534 INFO: android_total=70, ios_total=30, android_error=46, ios_error=11
2017-08-24 18:57:33,951 INFO: android_total=84, ios_total=16, android_error=57, ios_error=9
2017-08-24 18:57:34,375 INFO: android_total=91, ios_total=9, android_error=56, ios_error=2
2017-08-24 18:57:34,791 INFO: android_total=91, ios_total=9, android_error=55, ios_error=1
2017-08-24 18:57:35,191 INFO: android_total=86, ios_total=14, android_error=58, ios_error=6
2017-08-24 18:57:35,624 INFO: android_total=86, ios_total=14, android_error=52, ios_error=5
2017-08-24 18:57:36,014 INFO: android_total=91, ios_total=9, android_error=31, ios_error=1
2017-08-24 18:57:36,374 INFO: android_total=83, ios_total=17, android_error=54, ios_error=10
2017-08-24 18:57:43,012 INFO: android_total=90, ios_total=10, android_error=63, ios_error=3
2017-08-24 18:57:43,540 INFO: android_total=66, ios_total=7, android_error=44, ios_error=1
2017-08-24 18:57:43,757 INFO: android_total=27, ios_total=0, android_error=14, ios_error=0
2017-08-24 18:57:44,903 INFO: android_total=87, ios_total=13, android_error=61, ios_error=5
2017-08-24 18:57:45,524 INFO: android_total=86, ios_total=14, android_error=55, ios_error=4
2017-08-24 18:57:45,997 INFO: android_total=85, ios_total=15, android_error=62, ios_error=3
2017-08-24 18:57:46,486 INFO: android_total=91, ios_total=9, android_error=61, ios_error=3
2017-08-24 18:57:46,946 INFO: android_total=90, ios_total=10, android_error=63, ios_error=2
2017-08-24 18:57:47,364 INFO: android_total=87, ios_total=13, android_error=54, ios_error=1
2017-08-24 18:57:47,860 INFO: android_total=88, ios_total=12, android_error=55, ios_error=5
2017-08-24 18:57:48,274 INFO: android_total=87, ios_total=13, android_error=35, ios_error=8
2017-08-24 18:57:48,653 INFO: android_total=84, ios_total=16, android_error=51, ios_error=5
2017-08-24 18:57:49,017 INFO: android_total=69, ios_total=16, android_error=41, ios_error=11
2017-08-24 18:57:49,226 INFO: android_total=12, ios_total=3, android_error=5, ios_error=1
2017-08-24 18:57:50,401 INFO: android_total=84, ios_total=16, android_error=54, ios_error=5
2017-08-24 18:57:50,816 INFO: android_total=88, ios_total=12, android_error=59, ios_error=4
2017-08-24 18:57:51,177 INFO: android_total=69, ios_total=16, android_error=45, ios_error=9
2017-08-24 18:57:51,432 INFO: android_total=43, ios_total=4, android_error=13, ios_error=0
2017-08-24 18:59:43,160 INFO: android_total=72, ios_total=28, android_error=32, ios_error=8
2017-08-24 18:59:43,663 INFO: android_total=76, ios_total=24, android_error=44, ios_error=9
2017-08-24 18:59:44,067 INFO: android_total=71, ios_total=29, android_error=37, ios_error=8
2017-08-24 18:59:44,353 INFO: android_total=28, ios_total=8, android_error=14, ios_error=4
2017-08-24 18:59:44,655 INFO: android_total=63, ios_total=17, android_error=18, ios_error=7
2017-08-24 19:21:14,707 INFO: android_total=70, ios_total=30, android_error=36, ios_error=9
2017-08-24 19:21:15,166 INFO: android_total=79, ios_total=21, android_error=31, ios_error=5
2017-08-24 19:21:15,617 INFO: android_total=67, ios_total=33, android_error=33, ios_error=13
2017-08-24 19:21:16,054 INFO: android_total=92, ios_total=8, android_error=27, ios_error=2
2017-08-24 19:21:16,492 INFO: android_total=79, ios_total=21, android_error=38, ios_error=5
2017-08-24 19:21:16,977 INFO: android_total=78, ios_total=22, android_error=39, ios_error=4
2017-08-24 19:21:17,563 INFO: android_total=81, ios_total=19, android_error=40, ios_error=4
2017-08-24 19:21:18,068 INFO: android_total=72, ios_total=28, android_error=44, ios_error=4
2017-08-24 19:21:18,461 INFO: android_total=93, ios_total=7, android_error=37, ios_error=3
2017-08-24 19:21:18,835 INFO: android_total=64, ios_total=18, android_error=26, ios_error=7
2017-08-24 19:21:19,033 INFO: android_total=18, ios_total=0, android_error=5, ios_error=0
2017-08-24 19:21:19,843 INFO: android_total=17, ios_total=4, android_error=9, ios_error=2
2017-08-24 19:21:20,002 INFO: android_total=6, ios_total=0, android_error=3, ios_error=0
2017-08-24 19:29:55,324 INFO: android_total=77, ios_total=23, android_error=34, ios_error=6
2017-08-24 19:29:55,709 INFO: android_total=71, ios_total=29, android_error=33, ios_error=12
2017-08-24 19:29:56,165 INFO: android_total=78, ios_total=22, android_error=37, ios_error=6
2017-08-24 19:29:56,650 INFO: android_total=82, ios_total=18, android_error=45, ios_error=6
2017-08-24 19:29:57,085 INFO: android_total=84, ios_total=16, android_error=30, ios_error=8
2017-08-24 19:29:57,481 INFO: android_total=66, ios_total=34, android_error=33, ios_error=13
2017-08-24 19:29:57,822 INFO: android_total=40, ios_total=13, android_error=17, ios_error=4
2017-08-24 19:29:58,058 INFO: android_total=28, ios_total=7, android_error=8, ios_error=1
2017-08-24 19:42:40,766 INFO: android_total=86, ios_total=14, android_error=40, ios_error=6
2017-08-24 19:42:41,241 INFO: android_total=84, ios_total=16, android_error=40, ios_error=5
2017-08-24 19:42:41,528 INFO: android_total=23, ios_total=1, android_error=9, ios_error=0
2017-08-24 19:42:41,869 INFO: android_total=34, ios_total=5, android_error=7, ios_error=2
2017-08-24 19:55:38,661 INFO: android_total=62, ios_total=38, android_error=30, ios_error=9
2017-08-24 19:55:39,224 INFO: android_total=82, ios_total=18, android_error=35, ios_error=4
2017-08-24 19:55:39,687 INFO: android_total=71, ios_total=29, android_error=34, ios_error=9
2017-08-24 19:55:40,086 INFO: android_total=91, ios_total=9, android_error=27, ios_error=2
2017-08-24 19:55:40,566 INFO: android_total=76, ios_total=24, android_error=36, ios_error=9
2017-08-24 19:55:41,067 INFO: android_total=77, ios_total=23, android_error=36, ios_error=3
2017-08-24 19:55:41,657 INFO: android_total=81, ios_total=19, android_error=37, ios_error=4
2017-08-24 19:55:42,091 INFO: android_total=82, ios_total=18, android_error=42, ios_error=3
2017-08-24 19:55:42,599 INFO: android_total=94, ios_total=6, android_error=36, ios_error=3
2017-08-24 19:55:42,968 INFO: android_total=75, ios_total=24, android_error=44, ios_error=2
2017-08-24 19:55:43,124 INFO: android_total=1, ios_total=0, android_error=1, ios_error=0
2017-08-24 19:55:44,010 INFO: android_total=78, ios_total=22, android_error=34, ios_error=9
2017-08-24 19:55:44,306 INFO: android_total=42, ios_total=12, android_error=19, ios_error=3
2017-08-24 19:55:44,526 INFO: android_total=36, ios_total=1, android_error=9, ios_error=0
2017-08-24 20:04:47,232 INFO: android_total=71, ios_total=29, android_error=49, ios_error=13
2017-08-24 20:04:47,669 INFO: android_total=85, ios_total=15, android_error=55, ios_error=7
2017-08-24 20:04:48,143 INFO: android_total=92, ios_total=8, android_error=55, ios_error=3
2017-08-24 20:04:48,568 INFO: android_total=89, ios_total=11, android_error=54, ios_error=3
2017-08-24 20:04:48,916 INFO: android_total=88, ios_total=12, android_error=40, ios_error=0
2017-08-24 20:04:49,315 INFO: android_total=85, ios_total=15, android_error=63, ios_error=5
2017-08-24 20:04:49,743 INFO: android_total=87, ios_total=13, android_error=51, ios_error=3
2017-08-24 20:04:50,162 INFO: android_total=84, ios_total=16, android_error=61, ios_error=11
2017-08-24 20:04:50,582 INFO: android_total=89, ios_total=11, android_error=60, ios_error=1
2017-08-24 20:04:50,765 INFO: android_total=10, ios_total=1, android_error=7, ios_error=1
2017-08-24 20:04:51,093 INFO: android_total=84, ios_total=5, android_error=34, ios_error=2
2017-08-24 20:04:52,116 INFO: android_total=88, ios_total=12, android_error=62, ios_error=4
2017-08-24 20:04:52,519 INFO: android_total=85, ios_total=15, android_error=54, ios_error=6
2017-08-24 20:04:52,969 INFO: android_total=88, ios_total=12, android_error=66, ios_error=2
2017-08-24 20:04:53,411 INFO: android_total=91, ios_total=9, android_error=62, ios_error=3
2017-08-24 20:04:53,917 INFO: android_total=89, ios_total=11, android_error=60, ios_error=2
2017-08-24 20:04:54,316 INFO: android_total=84, ios_total=16, android_error=36, ios_error=8
2017-08-24 20:04:54,831 INFO: android_total=86, ios_total=14, android_error=54, ios_error=2
2017-08-24 20:04:55,306 INFO: android_total=80, ios_total=20, android_error=55, ios_error=7
2017-08-24 20:04:55,855 INFO: android_total=89, ios_total=11, android_error=54, ios_error=7
2017-08-24 20:04:56,107 INFO: android_total=21, ios_total=6, android_error=11, ios_error=4
2017-08-24 20:04:56,354 INFO: android_total=67, ios_total=6, android_error=30, ios_error=1
2017-08-24 20:04:57,440 INFO: android_total=83, ios_total=17, android_error=54, ios_error=6
2017-08-24 20:04:57,948 INFO: android_total=88, ios_total=12, android_error=57, ios_error=5
2017-08-24 20:04:58,299 INFO: android_total=66, ios_total=15, android_error=43, ios_error=8
2017-08-24 20:04:58,575 INFO: android_total=55, ios_total=6, android_error=20, ios_error=1
2017-08-24 20:07:03,207 INFO: android_total=71, ios_total=29, android_error=49, ios_error=13
2017-08-24 20:07:03,661 INFO: android_total=85, ios_total=15, android_error=55, ios_error=7
2017-08-24 20:07:04,127 INFO: android_total=92, ios_total=8, android_error=55, ios_error=3
2017-08-24 20:07:04,581 INFO: android_total=89, ios_total=11, android_error=54, ios_error=3
2017-08-24 20:07:04,946 INFO: android_total=88, ios_total=12, android_error=40, ios_error=0
2017-08-24 20:07:05,345 INFO: android_total=85, ios_total=15, android_error=63, ios_error=5
2017-08-24 20:07:05,765 INFO: android_total=87, ios_total=13, android_error=51, ios_error=3
2017-08-24 20:07:06,160 INFO: android_total=83, ios_total=17, android_error=61, ios_error=12
2017-08-24 20:07:06,592 INFO: android_total=90, ios_total=10, android_error=61, ios_error=0
2017-08-24 20:07:06,769 INFO: android_total=10, ios_total=1, android_error=7, ios_error=1
2017-08-24 20:07:07,095 INFO: android_total=84, ios_total=5, android_error=34, ios_error=2
2017-08-24 20:07:08,254 INFO: android_total=88, ios_total=12, android_error=61, ios_error=4
2017-08-24 20:07:08,677 INFO: android_total=85, ios_total=15, android_error=55, ios_error=6
2017-08-24 20:07:09,103 INFO: android_total=88, ios_total=12, android_error=65, ios_error=2
2017-08-24 20:07:09,517 INFO: android_total=91, ios_total=9, android_error=63, ios_error=3
2017-08-24 20:07:09,947 INFO: android_total=89, ios_total=11, android_error=59, ios_error=2
2017-08-24 20:07:10,324 INFO: android_total=84, ios_total=16, android_error=36, ios_error=8
2017-08-24 20:07:10,717 INFO: android_total=86, ios_total=14, android_error=55, ios_error=2
2017-08-24 20:07:11,120 INFO: android_total=80, ios_total=20, android_error=55, ios_error=7
2017-08-24 20:07:11,519 INFO: android_total=89, ios_total=11, android_error=53, ios_error=7
2017-08-24 20:07:11,740 INFO: android_total=20, ios_total=7, android_error=11, ios_error=5
2017-08-24 20:07:11,988 INFO: android_total=67, ios_total=6, android_error=30, ios_error=1
2017-08-24 20:07:13,084 INFO: android_total=84, ios_total=16, android_error=55, ios_error=5
2017-08-24 20:07:13,514 INFO: android_total=88, ios_total=12, android_error=56, ios_error=5
2017-08-24 20:07:13,843 INFO: android_total=65, ios_total=15, android_error=43, ios_error=8
2017-08-24 20:07:14,174 INFO: android_total=55, ios_total=6, android_error=20, ios_error=1
2017-08-24 20:09:13,948 INFO: android_total=85, ios_total=15, android_error=34, ios_error=6
2017-08-24 20:09:14,344 INFO: android_total=86, ios_total=14, android_error=43, ios_error=5
2017-08-24 20:09:14,657 INFO: android_total=62, ios_total=11, android_error=27, ios_error=3
2017-08-24 20:09:14,890 INFO: android_total=49, ios_total=5, android_error=11, ios_error=2
2017-08-24 20:13:41,285 INFO: android_total=83, ios_total=17, android_error=30, ios_error=8
2017-08-24 20:13:41,734 INFO: android_total=87, ios_total=13, android_error=38, ios_error=5
2017-08-24 20:13:42,020 INFO: android_total=61, ios_total=8, android_error=27, ios_error=3
2017-08-24 20:13:42,275 INFO: android_total=50, ios_total=6, android_error=11, ios_error=2
2017-08-24 20:22:35,928 INFO: android_total=62, ios_total=38, android_error=31, ios_error=9
2017-08-24 20:22:36,333 INFO: android_total=82, ios_total=18, android_error=35, ios_error=4
2017-08-24 20:22:36,797 INFO: android_total=71, ios_total=29, android_error=34, ios_error=9
2017-08-24 20:22:37,193 INFO: android_total=91, ios_total=9, android_error=26, ios_error=2
2017-08-24 20:22:37,649 INFO: android_total=76, ios_total=24, android_error=36, ios_error=9
2017-08-24 20:22:38,108 INFO: android_total=77, ios_total=23, android_error=36, ios_error=3
2017-08-24 20:22:38,590 INFO: android_total=81, ios_total=19, android_error=38, ios_error=4
2017-08-24 20:22:39,119 INFO: android_total=82, ios_total=18, android_error=42, ios_error=3
2017-08-24 20:22:39,564 INFO: android_total=94, ios_total=6, android_error=36, ios_error=3
2017-08-24 20:22:39,949 INFO: android_total=72, ios_total=24, android_error=45, ios_error=2
2017-08-24 20:22:40,104 INFO: android_total=4, ios_total=0, android_error=2, ios_error=0
2017-08-24 20:22:41,200 INFO: android_total=78, ios_total=22, android_error=35, ios_error=9
2017-08-24 20:22:41,566 INFO: android_total=45, ios_total=12, android_error=19, ios_error=3
2017-08-24 20:22:42,119 INFO: android_total=36, ios_total=1, android_error=9, ios_error=0
2017-08-24 20:27:03,626 INFO: android_total=63, ios_total=37, android_error=30, ios_error=9
2017-08-24 20:27:04,084 INFO: android_total=81, ios_total=19, android_error=37, ios_error=4
2017-08-24 20:27:04,519 INFO: android_total=77, ios_total=23, android_error=35, ios_error=8
2017-08-24 20:27:04,946 INFO: android_total=75, ios_total=25, android_error=37, ios_error=10
2017-08-24 20:27:05,403 INFO: android_total=80, ios_total=20, android_error=36, ios_error=3
2017-08-24 20:27:05,816 INFO: android_total=79, ios_total=21, android_error=42, ios_error=3
2017-08-24 20:27:06,159 INFO: android_total=93, ios_total=7, android_error=27, ios_error=3
2017-08-24 20:27:06,567 INFO: android_total=85, ios_total=15, android_error=39, ios_error=4
2017-08-24 20:27:06,963 INFO: android_total=80, ios_total=20, android_error=44, ios_error=1
2017-08-24 20:27:07,293 INFO: android_total=42, ios_total=17, android_error=26, ios_error=4
2017-08-24 20:27:07,516 INFO: android_total=38, ios_total=3, android_error=14, ios_error=1
2017-08-24 20:27:08,552 INFO: android_total=80, ios_total=20, android_error=35, ios_error=8
2017-08-24 20:27:08,799 INFO: android_total=32, ios_total=6, android_error=14, ios_error=2
2017-08-24 20:27:09,012 INFO: android_total=23, ios_total=0, android_error=5, ios_error=0
2017-08-24 20:35:55,156 INFO: android_total=71, ios_total=29, android_error=49, ios_error=13
2017-08-24 20:35:55,612 INFO: android_total=85, ios_total=15, android_error=55, ios_error=7
2017-08-24 20:35:56,074 INFO: android_total=92, ios_total=8, android_error=56, ios_error=3
2017-08-24 20:35:56,553 INFO: android_total=89, ios_total=11, android_error=53, ios_error=3
2017-08-24 20:35:56,910 INFO: android_total=88, ios_total=12, android_error=40, ios_error=0
2017-08-24 20:35:57,334 INFO: android_total=85, ios_total=15, android_error=64, ios_error=5
2017-08-24 20:35:57,815 INFO: android_total=86, ios_total=14, android_error=50, ios_error=3
2017-08-24 20:35:58,250 INFO: android_total=84, ios_total=16, android_error=63, ios_error=12
2017-08-24 20:35:58,710 INFO: android_total=90, ios_total=10, android_error=60, ios_error=0
2017-08-24 20:35:58,895 INFO: android_total=10, ios_total=1, android_error=7, ios_error=1
2017-08-24 20:35:59,245 INFO: android_total=84, ios_total=5, android_error=34, ios_error=2
2017-08-24 20:36:00,172 INFO: android_total=87, ios_total=13, android_error=61, ios_error=5
2017-08-24 20:36:00,605 INFO: android_total=85, ios_total=15, android_error=55, ios_error=5
2017-08-24 20:36:01,063 INFO: android_total=87, ios_total=13, android_error=65, ios_error=3
2017-08-24 20:36:01,532 INFO: android_total=93, ios_total=7, android_error=64, ios_error=2
2017-08-24 20:36:02,051 INFO: android_total=89, ios_total=11, android_error=58, ios_error=2
2017-08-24 20:36:02,421 INFO: android_total=84, ios_total=16, android_error=36, ios_error=8
2017-08-24 20:36:02,859 INFO: android_total=86, ios_total=14, android_error=55, ios_error=2
2017-08-24 20:36:03,320 INFO: android_total=80, ios_total=20, android_error=55, ios_error=7
2017-08-24 20:36:03,782 INFO: android_total=87, ios_total=13, android_error=53, ios_error=9
2017-08-24 20:36:04,017 INFO: android_total=22, ios_total=6, android_error=11, ios_error=4
2017-08-24 20:36:04,315 INFO: android_total=66, ios_total=6, android_error=30, ios_error=1
2017-08-24 20:36:05,269 INFO: android_total=84, ios_total=16, android_error=54, ios_error=5
2017-08-24 20:36:05,835 INFO: android_total=89, ios_total=11, android_error=58, ios_error=4
2017-08-24 20:36:06,189 INFO: android_total=61, ios_total=15, android_error=40, ios_error=8
2017-08-24 20:36:06,447 INFO: android_total=56, ios_total=6, android_error=20, ios_error=1
2017-08-24 20:56:07,218 INFO: android_total=64, ios_total=36, android_error=32, ios_error=9
2017-08-24 20:56:07,682 INFO: android_total=83, ios_total=17, android_error=37, ios_error=4
2017-08-24 20:56:08,131 INFO: android_total=68, ios_total=32, android_error=33, ios_error=11
2017-08-24 20:56:08,530 INFO: android_total=91, ios_total=9, android_error=26, ios_error=2
2017-08-24 20:56:08,954 INFO: android_total=79, ios_total=21, android_error=37, ios_error=8
2017-08-24 20:56:09,392 INFO: android_total=78, ios_total=22, android_error=39, ios_error=2
2017-08-24 20:56:09,863 INFO: android_total=79, ios_total=21, android_error=37, ios_error=5
2017-08-24 20:56:10,321 INFO: android_total=82, ios_total=18, android_error=44, ios_error=2
2017-08-24 20:56:10,723 INFO: android_total=94, ios_total=6, android_error=36, ios_error=3
2017-08-24 20:56:11,046 INFO: android_total=68, ios_total=23, android_error=43, ios_error=4
2017-08-24 20:56:11,212 INFO: android_total=8, ios_total=1, android_error=3, ios_error=0
2017-08-24 20:56:12,214 INFO: android_total=79, ios_total=21, android_error=35, ios_error=8
2017-08-24 20:56:12,550 INFO: android_total=27, ios_total=6, android_error=12, ios_error=2
2017-08-24 20:56:12,767 INFO: android_total=30, ios_total=0, android_error=8, ios_error=0
2017-08-24 21:00:40,726 INFO: android_total=65, ios_total=35, android_error=33, ios_error=9
2017-08-24 21:00:41,181 INFO: android_total=82, ios_total=18, android_error=36, ios_error=5
2017-08-24 21:00:41,610 INFO: android_total=69, ios_total=31, android_error=35, ios_error=10
2017-08-24 21:00:42,017 INFO: android_total=91, ios_total=9, android_error=27, ios_error=2
2017-08-24 21:00:43,016 INFO: android_total=80, ios_total=20, android_error=35, ios_error=8
2017-08-24 21:00:43,513 INFO: android_total=78, ios_total=22, android_error=40, ios_error=2
2017-08-24 21:00:43,973 INFO: android_total=79, ios_total=21, android_error=36, ios_error=5
2017-08-24 21:00:44,447 INFO: android_total=82, ios_total=18, android_error=50, ios_error=2
2017-08-24 21:00:44,828 INFO: android_total=94, ios_total=6, android_error=36, ios_error=3
2017-08-24 21:00:45,198 INFO: android_total=66, ios_total=26, android_error=39, ios_error=5
2017-08-24 21:00:45,377 INFO: android_total=7, ios_total=1, android_error=2, ios_error=0
2017-08-24 21:00:46,362 INFO: android_total=81, ios_total=19, android_error=34, ios_error=7
2017-08-24 21:00:46,578 INFO: android_total=16, ios_total=4, android_error=8, ios_error=2
2017-08-24 21:00:46,783 INFO: android_total=29, ios_total=0, android_error=8, ios_error=0
2017-08-24 21:07:29,143 INFO: android_total=61, ios_total=39, android_error=29, ios_error=9
2017-08-24 21:07:29,595 INFO: android_total=81, ios_total=19, android_error=37, ios_error=4
